id,company,city,country,country_code,lat,lng,sector,stage,amount_usd_m,lead_investor,date,year,quarter,data_quality_note,pct_above_global_avg
synth_bbaf0c89,SynthCorp 225,Berlin,Germany,DE,52.183600359610345,13.579691436029135,AI/ML,Series B,12.95,General Catalyst,2024-09-08,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-52.0
synth_605679c4,SynthCorp 226,Toronto,Canada,CA,44.04720592228906,-79.43323100796293,FinTech,Series A,1.98,Insight Partners,2020-03-24,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-92.7
synth_f77900b1,SynthCorp 227,Tel Aviv,Israel,IL,31.57728718493954,34.710830135148655,CleanEnergy,Growth,137.05,GV,2021-07-21,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,407.8
synth_b7a0429f,SynthCorp 228,Austin,USA,US,30.538759708406907,-97.3801084859013,FinTech,Series B,4.79,Insight Partners,2023-04-07,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-82.3
synth_ca9e05dd,SynthCorp 229,Sydney,Australia,AU,-33.83790044158064,151.03625644533156,AgriTech,Seed,1.34,Benchmark,2020-09-12,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.0
synth_3708ee9b,SynthCorp 230,Paris,France,FR,48.92704780956366,2.60871117256835,AgriTech,Series C,34.21,GV,2024-10-25,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,26.8
synth_44b3268f,SynthCorp 231,Berlin,Germany,DE,52.61284235141604,13.134026570894976,AI/ML,Growth,62.65,Insight Partners,2022-12-22,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,132.2
synth_0503607f,SynthCorp 232,Tel Aviv,Israel,IL,31.885277935872086,34.70537421936596,AI/ML,Growth,33.75,Accel Partners,2022-02-16,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,25.1
synth_401ebb4a,SynthCorp 233,Seattle,USA,US,47.62987993440317,-122.42421700756184,EdTech,Series C,16.31,Bessemer Venture Partners,2022-01-25,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-39.6
synth_df1410b7,SynthCorp 234,Toronto,Canada,CA,43.59107332473618,-79.14405825610784,HealthTech,Growth,180.9,Kleiner Perkins,2020-08-22,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,570.3
synth_10761cde,SynthCorp 235,Tokyo,Japan,JP,35.468044799458916,140.07296716151504,CleanEnergy,Series B,9.95,Andreessen Horowitz,2022-01-15,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-63.1
synth_e286f713,SynthCorp 236,Boston,USA,US,42.978442846694264,-70.85469528454533,DeepTech,Series B,7.48,Index Ventures,2021-09-20,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-72.3
synth_9de7259f,SynthCorp 237,London,UK,GB,51.804392505398916,0.2513042487824385,CleanEnergy,Seed,0.78,Bessemer Venture Partners,2020-07-17,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.1
synth_2eec3ace,SynthCorp 238,Austin,USA,US,30.069096824515825,-97.71484036445968,AI/ML,Growth,121.98,Kleiner Perkins,2024-05-02,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,352.0
synth_fb3eb3d4,SynthCorp 239,Beijing,China,CN,39.47114795950301,115.93829942564508,FinTech,Pre-Seed,0.53,Tiger Global,2021-08-09,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.0
synth_0c921a2d,SynthCorp 240,Bangalore,India,IN,13.273296017646807,77.58923827165762,AgriTech,Series D+,68.77,Tiger Global,2019-05-29,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,154.8
synth_ac621324,SynthCorp 241,Sydney,Australia,AU,-34.14390882281269,151.08724826199767,Logistics,Growth,207.8,Accel Partners,2019-02-07,2019,2019Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,670.0
synth_00827fd0,SynthCorp 242,Bangalore,India,IN,12.263495393206641,77.62169778613975,AgriTech,Series B,15.19,Accel Partners,2024-11-17,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-43.7
synth_02b60697,SynthCorp 243,London,UK,GB,51.79089117487443,-0.1377049858967424,Logistics,Seed,1.23,Accel Partners,2021-11-19,2021,2021Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.4
synth_01dcb209,SynthCorp 244,Singapore,Singapore,SG,1.0238932421754239,103.54495173174382,EdTech,Series C,28.02,Bessemer Venture Partners,2020-12-19,2020,2020Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,3.8
synth_eb57c172,SynthCorp 245,Tel Aviv,Israel,IL,31.917688931124037,34.08577327206594,FinTech,Seed,0.88,Accel Partners,2020-07-29,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.7
synth_5b69a1cb,SynthCorp 246,Berlin,Germany,DE,52.76383212114304,13.332553867469818,FinTech,Series A,3.96,Accel Partners,2021-12-29,2021,2021Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-85.3
synth_f8b3a345,SynthCorp 247,Austin,USA,US,30.32446173521649,-97.49771836781,AI/ML,Series C,35.57,Benchmark,2022-06-10,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,31.8
synth_525c92f1,SynthCorp 248,New York,USA,US,40.570117592175784,-73.84928095077277,CleanEnergy,Growth,181.62,General Catalyst,2022-04-23,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,573.0
synth_7faaa78c,SynthCorp 249,New York,USA,US,40.52100221980817,-73.98107325998104,DeepTech,Series C,20.2,SoftBank Vision Fund,2024-04-12,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-25.1
synth_2f1b183e,SynthCorp 250,Seattle,USA,US,47.24320862532468,-122.39077732718872,Logistics,Series B,2.81,Andreessen Horowitz,2019-12-02,2019,2019Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-89.6
synth_b5c5b473,SynthCorp 251,Tokyo,Japan,JP,35.10607648492328,139.49688221026355,Logistics,Seed,1.41,GV,2021-04-08,2021,2021Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-94.8
synth_220d529f,SynthCorp 252,Bangalore,India,IN,13.273171640536862,77.78849549617189,FinTech,Series C,26.98,General Catalyst,2024-06-25,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-0.0
synth_2f180240,SynthCorp 253,New York,USA,US,40.562796723293076,-74.05633451636253,FinTech,Series A,1.85,Benchmark,2022-06-16,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-93.1
synth_0a54c64e,SynthCorp 254,London,UK,GB,51.44645655267293,-0.03755092326501877,FinTech,Pre-Seed,0.3,Andreessen Horowitz,2023-10-02,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.9
synth_8e60bfde,SynthCorp 255,Amsterdam,Netherlands,NL,52.551480656004586,4.986557255248206,EdTech,Series A,3.3,Kleiner Perkins,2020-07-08,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-87.8
synth_22b67d14,SynthCorp 256,Amsterdam,Netherlands,NL,52.04486416505297,5.224228358017338,CleanEnergy,Series A,0.1,Index Ventures,2023-03-27,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-99.6
synth_1915731b,SynthCorp 257,São Paulo,Brazil,BR,-23.563969843116087,-46.662829527779415,FinTech,Seed,1.4,Sequoia Capital,2020-06-05,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-94.8
synth_8b84fcd4,SynthCorp 258,Amsterdam,Netherlands,NL,51.8201872185919,4.792766423268438,DeepTech,Series A,2.52,General Catalyst,2023-10-04,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-90.7
synth_def81511,SynthCorp 259,Shanghai,China,CN,31.045668450788828,121.90548370946334,FinTech,Seed,1.59,SoftBank Vision Fund,2020-04-07,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-94.1
synth_c706a5b8,SynthCorp 260,London,UK,GB,51.08456818880838,0.020117991041424088,FinTech,Seed,1.12,SoftBank Vision Fund,2019-05-18,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.8
synth_b109d0be,SynthCorp 261,Paris,France,FR,49.065569862630596,2.958305435413205,DeepTech,Series A,3.6,Benchmark,2019-08-20,2019,2019Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-86.7
synth_97725462,SynthCorp 262,Boston,USA,US,42.41050699118846,-70.44768827025125,DeepTech,Series B,19.79,Bessemer Venture Partners,2022-08-06,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-26.7
synth_8a60e167,SynthCorp 263,Beijing,China,CN,39.70795262555335,116.18486031480604,AgriTech,Pre-Seed,0.89,Sequoia Capital,2020-12-18,2020,2020Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.7
synth_d146c7a0,SynthCorp 264,Amsterdam,Netherlands,NL,52.42623266926518,4.6478837409690925,EdTech,Growth,83.95,Bessemer Venture Partners,2023-04-11,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,211.1
synth_4ccbe49d,SynthCorp 265,New York,USA,US,40.3731115230235,-74.15344453181093,AgriTech,Series A,3.54,Sequoia Capital,2021-07-12,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-86.9
synth_9556d568,SynthCorp 266,Singapore,Singapore,SG,1.5010419932026347,103.9868125990972,DeepTech,Growth,191.48,Kleiner Perkins,2024-12-10,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,609.5
synth_0557b273,SynthCorp 267,Austin,USA,US,30.158905696634466,-97.46633712597537,FinTech,Growth,132.12,Andreessen Horowitz,2021-02-19,2021,2021Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,389.6
synth_d20400a3,SynthCorp 268,London,UK,GB,50.907064016437694,-0.04963726597686964,Logistics,Series C,33.72,Accel Partners,2021-06-07,2021,2021Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,25.0
synth_45978394,SynthCorp 269,Sydney,Australia,AU,-34.16401015714286,151.19944405546545,DeepTech,Pre-Seed,0.97,Benchmark,2020-04-25,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.4
synth_87abfe76,SynthCorp 270,Boston,USA,US,41.86905113322782,-71.22557472542371,EdTech,Seed,0.33,General Catalyst,2021-09-07,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.8
synth_9eb37483,SynthCorp 271,Singapore,Singapore,SG,1.7109296785071617,103.2914828115754,AgriTech,Series A,3.38,Kleiner Perkins,2024-07-29,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-87.5
synth_ab988145,SynthCorp 272,Tokyo,Japan,JP,36.251002514365815,139.82010125289005,CleanEnergy,Series A,4.03,Sequoia Capital,2023-08-23,2023,2023Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-85.1
synth_16ac7905,SynthCorp 273,Beijing,China,CN,39.75540037879439,116.47934540677224,DeepTech,Growth,76.14,General Catalyst,2020-09-16,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,182.1
synth_5fea84d7,SynthCorp 274,Singapore,Singapore,SG,1.3264667840260445,104.37622221057006,AgriTech,Growth,152.74,General Catalyst,2022-10-14,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,466.0
synth_f81c3a6c,SynthCorp 275,New York,USA,US,41.131385506652855,-73.75254259226602,FinTech,Series C,39.31,GV,2024-06-23,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,45.7
synth_044c0fc7,SynthCorp 276,San Francisco,USA,US,37.80273390262314,-122.72750790578857,DeepTech,Series D+,141.46,Andreessen Horowitz,2019-07-18,2019,2019Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,424.2
synth_5fed3400,SynthCorp 277,Seattle,USA,US,47.59575721313848,-122.36092907933904,EdTech,Pre-Seed,0.31,Sequoia Capital,2024-06-02,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.9
synth_ce97db59,SynthCorp 278,San Francisco,USA,US,38.321213358974724,-122.36032790606855,EdTech,Series C,28.2,Tiger Global,2022-03-20,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,4.5
synth_8bc71234,SynthCorp 279,New York,USA,US,40.87044970475879,-74.01026431117504,EdTech,Seed,1.15,Andreessen Horowitz,2024-11-26,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.7
synth_c16f3866,SynthCorp 280,Berlin,Germany,DE,52.7342580232156,13.391834953253131,HealthTech,Series A,4.81,Index Ventures,2021-09-23,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-82.2
synth_488ece35,SynthCorp 281,Amsterdam,Netherlands,NL,52.42808544488031,4.807682185474622,FinTech,Series B,14.0,Benchmark,2023-03-25,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-48.1
synth_95027952,SynthCorp 282,London,UK,GB,51.34232818734712,-0.34035338750180133,HealthTech,Series A,3.35,GV,2023-11-13,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-87.6
synth_13f37419,SynthCorp 283,Tokyo,Japan,JP,35.40845902952338,139.5602548898547,AI/ML,Seed,1.5,GV,2024-05-01,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-94.4
synth_5204b6bf,SynthCorp 284,Singapore,Singapore,SG,1.555522064617696,103.83987803606914,CleanEnergy,Pre-Seed,0.95,Benchmark,2022-07-12,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.5
synth_a84f1f0f,SynthCorp 285,Toronto,Canada,CA,44.02134787071899,-79.54878852852313,EdTech,Growth,101.16,Benchmark,2023-05-13,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,274.9
synth_d9b0f816,SynthCorp 286,New York,USA,US,39.90090427400104,-74.0100446006169,FinTech,Growth,66.32,Andreessen Horowitz,2019-11-18,2019,2019Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,145.7
synth_fba8d335,SynthCorp 287,Bangalore,India,IN,13.404202647272419,77.85620575531026,AI/ML,Series D+,50.47,General Catalyst,2023-06-13,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,87.0
synth_5fc99f6d,SynthCorp 288,Tel Aviv,Israel,IL,31.67348516363782,34.96977646391199,EdTech,Series A,3.26,Andreessen Horowitz,2023-03-18,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-87.9
synth_2d684430,SynthCorp 289,Stockholm,Sweden,SE,59.44650018524717,18.336456367547047,CleanEnergy,Series A,3.51,Benchmark,2022-01-02,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-87.0
synth_13b6e479,SynthCorp 290,Berlin,Germany,DE,52.77742843336725,13.413406105065734,Logistics,Series A,5.32,Accel Partners,2020-01-10,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-80.3
synth_ea7b772c,SynthCorp 291,New York,USA,US,40.873659820895135,-74.06397761979905,Logistics,Seed,0.54,GV,2024-09-29,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.0
synth_88b413fa,SynthCorp 292,New York,USA,US,40.74377832405424,-74.04171378030254,EdTech,Series B,10.5,Bessemer Venture Partners,2022-08-21,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-61.1
synth_31ae7bc4,SynthCorp 293,Stockholm,Sweden,SE,58.98528020905287,17.904087547882284,EdTech,Series C,0.1,Tiger Global,2021-09-21,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-99.6
synth_4d906e4a,SynthCorp 294,New York,USA,US,40.823185733626,-73.86195241581576,AI/ML,Series A,3.13,Bessemer Venture Partners,2024-07-12,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-88.4
synth_b5a72bcf,SynthCorp 295,Beijing,China,CN,40.45632250322264,116.24288576579053,HealthTech,Series C,11.47,Tiger Global,2024-07-23,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-57.5
synth_70f3125f,SynthCorp 296,Beijing,China,CN,40.063850629930975,116.16137931966617,Logistics,Growth,102.4,General Catalyst,2022-09-22,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,279.4
synth_ce7f0907,SynthCorp 297,Shanghai,China,CN,30.60354660572776,121.34659113098469,DeepTech,Series D+,134.97,General Catalyst,2020-07-11,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,400.1
synth_58724734,SynthCorp 298,Shanghai,China,CN,31.111362942012796,121.9204046977387,AgriTech,Growth,182.01,Insight Partners,2022-07-31,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,574.4
synth_c5d3bf18,SynthCorp 299,Stockholm,Sweden,SE,59.84647912940772,18.360273897923964,CleanEnergy,Series A,3.03,Index Ventures,2023-02-04,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-88.8
synth_01e77cc4,SynthCorp 300,Stockholm,Sweden,SE,59.52202214293097,17.996432824228677,AI/ML,Pre-Seed,0.67,Benchmark,2024-03-05,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.5
synth_b56383aa,SynthCorp 301,San Francisco,USA,US,37.34420288534132,-122.56883663074396,CleanEnergy,Series D+,93.36,Benchmark,2020-07-24,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,245.9
synth_c011cead,SynthCorp 302,Bangalore,India,IN,13.313713361079909,77.57458761795955,EdTech,Series A,2.73,GV,2024-01-14,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-89.9
synth_7711488b,SynthCorp 303,Tel Aviv,Israel,IL,31.73444762828742,34.61759636323348,HealthTech,Growth,98.47,Andreessen Horowitz,2023-01-12,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,264.9
synth_d78015f3,SynthCorp 304,Stockholm,Sweden,SE,59.536634697280526,18.426010237971816,EdTech,Series B,3.02,Kleiner Perkins,2022-12-25,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-88.8
synth_e0487111,SynthCorp 305,Amsterdam,Netherlands,NL,52.382973969316,4.896520503419853,DeepTech,Series A,4.58,General Catalyst,2024-09-22,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-83.0
synth_840959cb,SynthCorp 306,Berlin,Germany,DE,53.13073570019548,14.25393323199658,AgriTech,Series A,1.71,Andreessen Horowitz,2024-08-11,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-93.7
synth_6e58314e,SynthCorp 307,Beijing,China,CN,40.19492845556113,116.2480978498812,DeepTech,Growth,197.7,GV,2020-08-03,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,632.6
synth_ed33ecd5,SynthCorp 308,Tel Aviv,Israel,IL,32.027659252100904,34.45762274754349,HealthTech,Series A,4.55,Accel Partners,2023-11-30,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-83.1
synth_4cdfe0f5,SynthCorp 309,San Francisco,USA,US,37.81379579601602,-122.49885571955114,DeepTech,Series C,40.89,GV,2020-03-23,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,51.5
synth_7f43d9b7,SynthCorp 310,London,UK,GB,51.717919951457716,-0.18402539814509908,EdTech,Seed,0.78,Index Ventures,2023-10-13,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.1
synth_e06af6b9,SynthCorp 311,London,UK,GB,51.5376041358957,-0.4298473421494533,FinTech,Series B,9.11,Benchmark,2021-03-19,2021,2021Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-66.2
synth_f56bc3b1,SynthCorp 312,London,UK,GB,51.03185194288146,-0.37900817481498894,CleanEnergy,Seed,1.13,Kleiner Perkins,2019-09-14,2019,2019Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.8
synth_d1997fe0,SynthCorp 313,Shanghai,China,CN,31.82636481506267,121.72791418253884,EdTech,Series A,3.28,Insight Partners,2024-12-01,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-87.8
synth_fb11059e,SynthCorp 314,Berlin,Germany,DE,52.754852633266346,13.061831785584722,AI/ML,Seed,0.93,Insight Partners,2022-12-12,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.6
synth_3cc364d5,SynthCorp 315,Boston,USA,US,42.56436940901476,-70.87049830700926,EdTech,Series B,8.86,Bessemer Venture Partners,2020-04-24,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-67.2
synth_1121e8d0,SynthCorp 316,Boston,USA,US,42.5275173731971,-70.6669390261738,CleanEnergy,Series B,15.61,GV,2023-09-29,2023,2023Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-42.2
synth_0c2d0e5f,SynthCorp 317,New York,USA,US,41.24466607655206,-73.51553395934296,AgriTech,Series A,4.54,Tiger Global,2019-08-08,2019,2019Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-83.2
synth_90f1c871,SynthCorp 318,London,UK,GB,51.33134470312908,-0.38021735769072695,AgriTech,Series A,0.92,Bessemer Venture Partners,2024-09-01,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.6
synth_a48a63cb,SynthCorp 319,Seattle,USA,US,47.94232006706343,-122.39496803616417,AI/ML,Series A,4.4,Tiger Global,2021-06-22,2021,2021Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-83.7
synth_81e53e0a,SynthCorp 320,Stockholm,Sweden,SE,59.18935954738535,18.023396617932022,HealthTech,Series B,13.1,Accel Partners,2024-07-21,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-51.5
synth_b9d1b810,SynthCorp 321,Stockholm,Sweden,SE,59.74347006713021,18.088936143927928,DeepTech,Series D+,40.12,Bessemer Venture Partners,2019-06-20,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,48.7
synth_cfac3492,SynthCorp 322,New York,USA,US,40.374705477187106,-72.91211829226683,AgriTech,Series D+,45.54,Accel Partners,2021-10-10,2021,2021Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,68.7
synth_5a2bc54f,SynthCorp 323,Shanghai,China,CN,31.588623192094378,121.59610653153193,Logistics,Series D+,0.1,Benchmark,2021-08-28,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-99.6
synth_47c17d73,SynthCorp 324,Boston,USA,US,42.479532435264815,-71.59559642024466,FinTech,Series A,5.72,Insight Partners,2020-07-24,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-78.8
synth_b38a30a4,SynthCorp 325,Shanghai,China,CN,31.166410557399495,121.41581308826872,HealthTech,Series A,2.3,Tiger Global,2022-04-13,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-91.5
synth_771c6ffc,SynthCorp 326,Sydney,Australia,AU,-33.26681277076832,151.18085878675595,CleanEnergy,Series C,39.18,Benchmark,2019-08-31,2019,2019Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,45.2
synth_38852f89,SynthCorp 327,Dubai,UAE,AE,24.657951588775116,54.8778993147129,AI/ML,Seed,0.82,Index Ventures,2023-05-28,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.0
synth_7fce933e,SynthCorp 328,Berlin,Germany,DE,52.11079201461601,13.69125090667852,Logistics,Series A,3.62,General Catalyst,2020-01-17,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-86.6
synth_5a9fca90,SynthCorp 329,Sydney,Australia,AU,-33.86075894976784,151.16958758953373,Logistics,Series A,5.91,Andreessen Horowitz,2020-01-17,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-78.1
synth_a82f30ee,SynthCorp 330,Toronto,Canada,CA,43.81203990804053,-79.69567998715756,Logistics,Series A,1.96,Accel Partners,2023-10-26,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-92.7
synth_e2a41909,SynthCorp 331,Shanghai,China,CN,31.09080034678888,121.87383835371764,FinTech,Series B,5.78,Andreessen Horowitz,2022-11-08,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-78.6
synth_608c88a5,SynthCorp 332,Austin,USA,US,30.68807390094883,-97.3262413352826,AgriTech,Series D+,46.53,General Catalyst,2019-03-08,2019,2019Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,72.4
synth_cc7e3848,SynthCorp 333,San Francisco,USA,US,38.212742236149445,-122.23167168783462,AI/ML,Growth,141.64,Andreessen Horowitz,2020-06-24,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,424.8
synth_9d62826f,SynthCorp 334,Austin,USA,US,30.045092997451512,-98.11603079974662,FinTech,Seed,0.77,Bessemer Venture Partners,2023-03-04,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.1
synth_76242ddb,SynthCorp 335,Austin,USA,US,29.949663137694387,-97.74711204265243,AgriTech,Series C,30.42,Andreessen Horowitz,2020-01-09,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,12.7
synth_10891483,SynthCorp 336,New York,USA,US,41.174713874994495,-73.97901594738612,HealthTech,Seed,0.98,Bessemer Venture Partners,2023-12-28,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.4
